PROJ_NUM,PO,SD_NUM,SD_NAME,FACILITY,CLEAN_FACILITY_NAME,FACILITY_KEY,MINCODE,SCHOOL_LATITUDE,SCHOOL_LONGITUDE,FACILITY_TYPE,DESCRIPTION,PROGRAM,PROJECT_CODE,STATUS,YEAR_COMPLETED,PROV_TOTAL,SD_ACTUAL,_3RD_PARTY_ACTUAL,TOTAL_ACTUAL
127460-02,DC,27,Cariboo-Chilcotin,Peter Skene Ogden Secondary,PETER SKENE OGDEN SECONDARY,PETER SKENE OGDEN,02727056,51.637295,-121.3017027,Secondary,Upgrade obsolete HVAC DDC system ,SEP,MECHUP,6 Complete,2017/2018,149535,0,0,149535.0
127232,TT,27,Cariboo-Chilcotin,Wildwood Elementary,WILDWOOD ELEMENTARY,WILDWOOD, ,,,Elementary,demolish facility,SPP,RENO,6 Complete,2016/2017,200000,0,0,200000.0
127649,DC,28,Quesnel,Voyageur Elementary,VOYAGEUR ELEMENTARY,VOYAGEUR,02828036,52.97784715,-122.5258781,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127141-06,TT,28,Quesnel,Correlieu Secondary school,CORRELIEU SECONDARY SCHOOL,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Addition of Biomass Heating Plant and replacement of existing Boilers with high efficiency gas-fired condensing type,SEP,MECHUP,6 Complete,2016/2017,815500,0,0,815500.0
126937,TT,28,Quesnel,Correlieu Secondary,CORRELIEU SECONDARY,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,490000,0,0,490000.0
127599-2,DC,28,Quesnel,Correlieu Secondary School,CORRELIEU SECONDARY SCHOOL,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Hallway and Gynasium.,SEP,RENO,6 Complete,2018/2019,369999.94,,,369999.9
127141-05,TT,28,Quesnel,Correlieu Secondary school,CORRELIEU SECONDARY SCHOOL,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Main service electrical upgrade,SEP,ENERGY,6 Complete,2016/2017,225000,0,0,225000.0
127599-1,DC,28,Quesnel,Correlieu Secondary School,CORRELIEU SECONDARY SCHOOL,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Phase Four HVAC Upgrade.,SEP,MECHUP,6 Complete,2018/2019,1218000.06,,,1218000.1
127343-01,DC,28,Quesnel,Correlieu Secondary  ,CORRELIEU SECONDARY  ,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,"Replace air handling unit,  local exhaust fans,  DDC control ",SEP,MECHUP,6 Complete,2017/2018,572000,0,0,572000.0
127343-02,DC,28,Quesnel,Parkland Elementary ,PARKLAND ELEMENTARY ,PARKLAND,02828038,53.08487276,-122.4372008,Elementary,Replace Boilers ,SEP,MECHUP,6 Complete,2017/2018,288000,0,0,288000.0
127141-07,TT,28,Quesnel,Riverview Elementary ,RIVERVIEW ELEMENTARY ,RIVERVIEW,02828039,52.97673199,-122.5063958,Elementary,Replace retaining wall ,SEP,HEALTH,6 Complete,2016/2017,279400,0,0,279400.0
127343-03,DC,28,Quesnel,Correlieu Secondary  ,CORRELIEU SECONDARY  ,CORRELIEU,02828034,52.96707585,-122.5165789,Secondary,Replacement of old equipment ,SEP,HEALTH,6 Complete,2017/2018,127000,0,0,127000.0
126832,TT,33,Chilliwack,Mt. Slesse Middle,MT. SLESSE MIDDLE,MT. SLESSE,03333038,49.1095786,-121.9776519,Middle,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,287000,106000,37000,430000.0
127640,DC,33,Chilliwack,Unsworth Elementary,UNSWORTH ELEMENTARY,UNSWORTH,03333029,49.10508001,-121.9990639,Elementary,"Upgrade existing end of life natural draft, gas fired boilers with high efficiency, gas fired boilers.  Upgrade existing heating water pumps with new variable speed pumps.  Connect all new equipment to the existing building automation systems. ",CNCP,MECHUP,6 Complete,2018/2019,312000,,,312000.0
127354,TT,33,Chilliwack,South Side Area Elementary Site,SOUTH SIDE AREA ELEMENTARY SITE,SOUTH SIDE AREA SITE, ,,,Elem-Sec,South Side Site Acquisition;  (formerly Peach Road) K-8 905 students spaces,Expansion,SITE,6 Complete,2017/2018,2150000,2150000,0,4300000.0
127768,TT / RC,33,Chilliwack,UFV Chilliwack Site,UFV CHILLIWACK SITE,UFV CHILLIWACK SITE, ,,,N/A,Site purchase of former UFV site in North Chilliwack,Expansion,SITE,6 Complete,2019/2020,10000000,,,10000000.0
127671,DC,33,Chilliwack,Ad Rundle Middle,AD RUNDLE MIDDLE,AD RUNDLE,03333033,49.15894948,-121.9620124,Middle,Standard Playground Equipment,PEP,NEW,6 Complete,2018/2019,90000,,,90000.0
127342-04,DC,33,Chilliwack,Vedder Elementary,VEDDER ELEMENTARY,VEDDER,03333034,49.11747102,-121.9637096,Elementary,Boiler Replacement,SEP,MECHUP,6 Complete,2017/2018,270045,0,0,270045.0
127142-02,TT,33,Chilliwack,Vedder Middle School,VEDDER MIDDLE SCHOOL,VEDDER,03333034,49.11747102,-121.9637096,Middle,Electrical Upgrade,SEP,ELECUP,6 Complete,2016/2017,164500,0,0,164500.0
127001-01,TT,33,Chilliwack,Vedder Middle,VEDDER MIDDLE,VEDDER,03333034,49.11747102,-121.9637096,Middle,Energy,SEP,ENERGY,6 Complete,2015/2016,444000,0,0,444000.0
126939,TT,33,Chilliwack,A D Rundle,A D RUNDLE,A D RUNDLE,03333033,49.15894948,-121.9620124,Elem-Sec,Mechup,SEP,MECHUP,6 Complete,2015/2016,710000,0,0,710000.0
126938,TT,33,Chilliwack,Tyson Elementary,TYSON ELEMENTARY,TYSON,03333035,49.11748725,-121.9739089,Elementary,Mechup,SEP,MECHUP,6 Complete,2015/2016,186000,0,0,186000.0
127142-03,TT,33,Chilliwack,Little Mountain Elementary,LITTLE MOUNTAIN ELEMENTARY,LITTLE MOUNTAIN,03333016,49.18115828,-121.9293536,Elementary,Replace boiler and hot water tanks ,SEP,MECHUP,6 Complete,2016/2017,187318,0,0,187318.0
127639-2,DC,33,Chilliwack,Cultus Lake Elementary,CULTUS LAKE ELEMENTARY,CULTUS LAKE,03333009,49.07255412,-121.9757266,Elementary,Replace existing classroom unit ventilators with new low noise units.,SEP,MECHUP,6 Complete,2018/2019,520000,,,520000.0
127639-1,DC,33,Chilliwack,Evans Elementary ,EVANS ELEMENTARY ,EVANS,03333039,49.13819213,-121.976943,Elementary,Replace old roof top units with heat pumps unit with gas fired back up.  Provide additional DDC system points.,SEP,MECHUP,6 Complete,2018/2019,475200,,,475200.0
127342-02,DC,33,Chilliwack,Chilliwack Middle,CHILLIWACK MIDDLE,CHILLIWACK,03333012,49.17662007,-121.942509,Middle,Replace the existing pneumatic conveying system ,SEP,HEALTH,6 Complete,2017/2018,324000,0,0,324000.0
127342-03,DC,33,Chilliwack,Vedder Middle,VEDDER MIDDLE,VEDDER,03333034,49.11747102,-121.9637096,Middle,Replace the existing pneumatic conveying system ,SEP,HEALTH,6 Complete,2017/2018,324000,0,0,324000.0
127342-01,DC,33,Chilliwack,A.D. Rundle Middle ,A.D. RUNDLE MIDDLE ,A.D. RUNDLE,03333033,49.15894948,-121.9620124,Middle,Replace Transformer,SEP,ELECUP,6 Complete,2017/2018,215000,0,0,215000.0
126833,TT,34,Abbotsford,Yale Secondary,YALE SECONDARY,YALE,03434038,49.0479384,-122.264393,Secondary,HVAC Consolidation,CNCP,MECHUP,6 Complete,2015/2016,110000,236000,236000,582000.0
127483,DC,34,Abbotsford,Abbotsford School of Integrated Arts (ASIA) - North Poplar Campus,ABBOTSFORD SCHOOL OF INTEGRATED ARTS (ASIA) - NORTH POPLAR CAMPUS,ABBOTSFORD OF INTEGRATED ARTS (ASIA) - NORTH POPLAR CAMPUS,03434005,49.03869178,-122.3359033,Elementary,"Improved reliability, occupant comfort and reduction in maintenance cost, energy consumption & carbon footprint",CNCP,MECHUP,6 Complete,2017/2018,331250,0,0,331250.0
127143-04,TT,34,Abbotsford,William A. Fraser Middle School,WILLIAM A. FRASER MIDDLE SCHOOL,WILLIAM A. FRASER,03434042,49.0460091,-122.2641821,Middle,Lighting and Control System upgrade,CNCP,ENERGY,6 Complete,2016/2017,320000,0,0,320000.0
127664,DC,34,Abbotsford,Robert Bateman Secondary,ROBERT BATEMAN SECONDARY,ROBERT BATEMAN,03434054,49.06925753,-122.2543205,Secondary,Remove existing boilers and provide new high efficiency heating water plant,CNCP,MECHUP,6 Complete,2018/2019,587500,,,587500.0
127677,DC,34,Abbotsford,Dormick Park Elementary School,DORMICK PARK ELEMENTARY SCHOOL,DORMICK PARK,03434043,49.04428149,-122.332296,Elementary,Standard Playground Equipment,PEP,NEW,6 Complete,2018/2019,90000,,,90000.0
115311,TT,34,Abbotsford,Jackson Elementary,JACKSON ELEMENTARY,JACKSON,03434031,49.0315725,-122.3056471,Elementary,Seismic - Phase 1 Upgrade - OPERATING GRANTS - from press release,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,0,0,0.0
116484,TT,34,Abbotsford,Yale Secondary,YALE SECONDARY,YALE,03434038,49.0479384,-122.264393,Secondary,Seismic Upgrade (Phase 2 - 2014),Seismic - Phase 2,UPGRADE,6 Complete,2015/2016,6016287,3191052,0,9207339.0
127663-1,DC,34,Abbotsford,Dormick Park Elementary School,DORMICK PARK ELEMENTARY SCHOOL,DORMICK PARK,03434043,49.04428149,-122.332296,Elementary,Building Envelope Upgrade.,SEP,REPLACE,6 Complete,2018/2019,1473000,,,1473000.0
126941,TT,34,Abbotsford,W.J. Mouat Secondary,W.J. MOUAT SECONDARY,W.J. MOUAT,03434041,49.05942223,-122.3278132,Secondary,Energy,SEP,ENERGY,6 Complete,2015/2016,348000,0,0,348000.0
127002,TT,34,Abbotsford,Blue Jay Elementary,BLUE JAY ELEMENTARY,BLUE JAY,03434049,49.05834581,-122.3662141,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,168000,0,0,168000.0
127663-10,DC,34,Abbotsford,Matsqui Elementary School,MATSQUI ELEMENTARY SCHOOL,MATSQUI,03434059,49.1059325,-122.292112,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-11,DC,34,Abbotsford,Mcmillan Elementary School,MCMILLAN ELEMENTARY SCHOOL,MCMILLAN,03434027,49.0439172,-122.2597416,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-12,DC,34,Abbotsford,Mt. Lehman Elementary School,MT. LEHMAN ELEMENTARY SCHOOL,MT. LEHMAN,03434003,49.11824997,-122.3832084,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-13,DC,34,Abbotsford,Prince Charles Elementary,PRINCE CHARLES ELEMENTARY,PRINCE CHARLES,03434048,49.06436636,-122.2435717,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,10700,,,10700.0
127663-14,DC,34,Abbotsford,School Board Office,SCHOOL BOARD OFFICE,BOARD OFFICE, ,,,N/A,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-15,DC,34,Abbotsford,W.J. Mouat Secondary School,W.J. MOUAT SECONDARY SCHOOL,W.J. MOUAT,03434041,49.05942223,-122.3278132,Secondary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,13200,,,13200.0
127663-16,DC,34,Abbotsford,William A. Fraser Middle School,WILLIAM A. FRASER MIDDLE SCHOOL,WILLIAM A. FRASER,03434042,49.0460091,-122.2641821,Middle,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,12400,,,12400.0
127663-2,DC,34,Abbotsford,Abbotsford Traditional Middle/Secondary,ABBOTSFORD TRADITIONAL MIDDLE/SECONDARY,ABBOTSFORD TRADITIONAL /,03434061,49.04356239,-122.3540793,Middle-Sec,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,13200,,,13200.0
127663-3,DC,34,Abbotsford,Alexander Elementary School,ALEXANDER ELEMENTARY SCHOOL,ALEXANDER,03434021,49.04270135,-122.2874159,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-4,DC,34,Abbotsford,Blue Jay Elementary School,BLUE JAY ELEMENTARY SCHOOL,BLUE JAY,03434049,49.05834581,-122.3662141,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-5,DC,34,Abbotsford,Centennial Park Elementary School,CENTENNIAL PARK ELEMENTARY SCHOOL,CENTENNIAL PARK,03434037,49.04791051,-122.316081,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,7000,,,7000.0
127663-6,DC,34,Abbotsford,Clayburn Middle School,CLAYBURN MIDDLE SCHOOL,CLAYBURN,03434060,49.07067875,-122.2522203,Middle,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,9600,,,9600.0
127663-7,DC,34,Abbotsford,Colleen & Gordie Howe Middle School,COLLEEN & GORDIE HOWE MIDDLE SCHOOL,COLLEEN & GORDIE HOWE,03434057,49.05962348,-122.3366437,Middle,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,9600,,,9600.0
127663-8,DC,34,Abbotsford,Dr. Thomas A. Swift Elementary School,DR. THOMAS A. SWIFT ELEMENTARY SCHOOL,DR. THOMAS A. SWIFT,03434045,49.06639568,-122.2601365,Elementary,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,8000,,,8000.0
127663-9,DC,34,Abbotsford,Eugene Reimer Middle School,EUGENE REIMER MIDDLE SCHOOL,EUGENE REIMER,03434058,49.06493073,-122.362543,Middle,Fire Alarm Upgrade.,SEP,ELECUP,6 Complete,2018/2019,9600,,,9600.0
127143-05,TT,34,Abbotsford,Maple Grove - Aboriginal Education Centre,MAPLE GROVE - ABORIGINAL EDUCATION CENTRE,MAPLE GROVE - ABORIGINAL EDUCATION CENTRE,03939074,49.22970561,-123.1499175,Other,Roof Replacement,SEP,ROOFREP,6 Complete,2016/2017,148000,0,0,148000.0
126940,TT,34,Abbotsford,Centennial Park Elementary,CENTENNIAL PARK ELEMENTARY,CENTENNIAL PARK,03434037,49.04791051,-122.316081,Elementary,Roofrep,SEP,ROOFREP,6 Complete,2015/2016,567600,0,0,567600.0
127482,DC,34,Abbotsford,Robert Bateman Secondary,ROBERT BATEMAN SECONDARY,ROBERT BATEMAN,03434054,49.06925753,-122.2543205,Secondary,Upgrade lighting controls & upgrade fixtures to LED,SEP,ENERGY,6 Complete,2017/2018,706125,0,0,706125.0
127143-06,TT,34,Abbotsford,Various (18 Schools),VARIOUS (18 SCHOOLS),VARIOUS (18 S), ,,,N/A,Upgrade plumbing lines and fixtures,SEP,HEALTH,6 Complete,2016/2017,840000,0,0,840000.0
126169,ND,35,Langley,North Otter Elementary,NORTH OTTER ELEMENTARY,NORTH OTTER,03535015,49.09985255,-122.5363721,Elementary,"rehab exterior walls, repl Cladding / Windows / frames / doors",BEP,RENO,6 Complete,2016/2017,258609,0,0,258609.0
126834,ND,35,Langley,Walnut Grove Secondary,WALNUT GROVE SECONDARY,WALNUT GROVE,03535050,49.16558914,-122.6410994,Secondary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,180000,185671,38304,403975.0
127378,DC,35,Langley,Walnut Grove Secondary,WALNUT GROVE SECONDARY,WALNUT GROVE,03535050,49.16558914,-122.6410994,Secondary,Reduced energy costs,CNCP,MECHUP,6 Complete,2017/2018,317313,0,0,317313.0
127513,ND,35,Langley,South West Yorkson Elementary Site,SOUTH WEST YORKSON ELEMENTARY SITE,SOUTH WEST YORKSON SITE, ,,,Elementary,New SITE for school - Elementary students,Expansion,SITE,6 Complete,2017/2018,7580000,2000000,0,9580000.0
116489,MB,35,Langley,R.C. Garnett Demonstration Elementary,R.C. GARNETT DEMONSTRATION ELEMENTARY,R.C. GARNETT DEMONSTRATION,03535055,49.13194206,-122.6636454,Elementary,Increase from 40K/275E to 60K/450E (grades K-5 inclusive),Expansion,ADDITION,6 Complete,2019/2020,3925120.14,,,3925120.1
127672,DC,35,Langley,Shortreed Elementary,SHORTREED ELEMENTARY,SHORTREED,03535042,49.05276327,-122.4666219,Elementary,Standard Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,90000,,,90000.0
127623-2,DC,35,Langley,Langley Meadows Elementary,LANGLEY MEADOWS ELEMENTARY,LANGLEY MEADOWS,03535046,49.1211058,-122.672134,Elementary,Boiler installation - Phase 2,SEP,MECHUP,6 Complete,2018/2019,720000.44,,,720000.4
127377,DC,35,Langley,Langley Meadows Elementary,LANGLEY MEADOWS ELEMENTARY,LANGLEY MEADOWS,03535046,49.1211058,-122.672134,Elementary,Boiler replacement,SEP,MECHUP,6 Complete,2017/2018,1200000,0,0,1200000.0
126942,ND,35,Langley,Langley Fine Arts Elementary,LANGLEY FINE ARTS ELEMENTARY,LANGLEY FINE ARTS,03535052,49.09352907,-122.6198943,Elementary,Energy,SEP,ENERGY,6 Complete,2015/2016,149500,0,0,149500.0
127003,ND,35,Langley,Various,VARIOUS,VARIOUS, ,,,N/A,Energy,SEP,ENERGY,6 Complete,2015/2016,126350,0,0,126350.0
127623-1,DC,35,Langley,Dw Poppy Secondary,DW POPPY SECONDARY,DW POPPY,03535034,49.09609577,-122.5658698,Secondary,Gym floor life cycle replacement.,SEP,RENO,6 Complete,2018/2019,179999.56,,,179999.6
127144-02,ND,35,Langley,RC Garnett/Langley Meadows/Blacklock Elementary,RC GARNETT/LANGLEY MEADOWS/BLACKLOCK ELEMENTARY,RC GARNETT/LANGLEY MEADOWS/BLACKLOCK, ,,,N/A,Mechanical Upgrade,SEP,MECHUP,6 Complete,2016/2017,102603.51,0,0,102603.5
127144-03,ND,35,Langley,"Various - Peterson Road Elementary, Parkside Centennial Elementary, Vanguard Secondary, Shortreed Community School","VARIOUS - PETERSON ROAD ELEMENTARY, PARKSIDE CENTENNIAL ELEMENTARY, VANGUARD SECONDARY, SHORTREED COMMUNITY SCHOOL","VARIOUS - PETERSON ROAD , PARKSIDE CENTENNIAL , VANGUARD , SHORTREED COMMUNITY", ,,,N/A,Replace flooring,SEP,RENO,6 Complete,2016/2017,305146,0,0,305146.0
126835,ND,36,Surrey,Fleetwood Park Secondary,FLEETWOOD PARK SECONDARY,FLEETWOOD PARK,03636167,49.14779053,-122.7888756,Secondary,Boiler Replacement,CNCP,MECHUP,6 Complete,2015/2016,565500,0,27000,592500.0
127145-02,ND,36,Surrey,Semiahmoo Secondary School ,SEMIAHMOO SECONDARY SCHOOL ,SEMIAHMOO,03636161,49.05801528,-122.8186836,Secondary,Boiler replacement,CNCP,MECHUP,6 Complete,2016/2017,571475,0,45000,616475.0
127592,DC,36,Surrey,District Facility Centre,DISTRICT FACILITY CENTRE,DISTRICT FACILITY CENTRE, ,,,N/A,Boiler Upgrade,CNCP,MECHUP,6 Complete,2018/2019,352225,,,352225.0
115265-01,ND,36,Surrey,Salish Secondary (Formerly Clayton North(Site 215)),SALISH SECONDARY (FORMERLY CLAYTON NORTH(SITE 215)),SALISH (FORMERLY CLAYTON NORTH(SITE 215)),03636215,49.13528809,-122.7106291,Secondary,Site Acquisition,Expansion,SITE,6 Complete,2015/2016,10520613,1574811,4625689,16721113.0
107114-01,ND,36,Surrey,Grandview Heights Secondary (Site 177),GRANDVIEW HEIGHTS SECONDARY (SITE 177),GRANDVIEW HEIGHTS (SITE 177), ,,,Secondary,Site Acquisition,Expansion,SITE,6 Complete,2015/2016,10022000,0,9400000,19422000.0
127206,ND,36,Surrey,Port Kells (site 209),PORT KELLS (SITE 209),PORT KELLS (SITE 209), ,,,Elementary,site acquisition,Expansion,SITE,6 Complete,2016/2017,4250000,5350000,0,9600000.0
110979-01,ND,36,Surrey,Clayton Village NW Area Elementary (Site acquisition 218),CLAYTON VILLAGE NW AREA ELEMENTARY (SITE ACQUISITION 218),CLAYTON VILLAGE NW AREA (SITE ACQUISITION 218), ,,,Elementary,Site Acquisition only (for new 80k/525 Elementary School),Expansion,SITE,6 Complete,2016/2017,1913000,6087000,0,8000000.0
127751,DC,36,Surrey,Janice Churchill Elementary,JANICE CHURCHILL ELEMENTARY,JANICE CHURCHILL,03636186,49.15275686,-122.8161955,Elementary,Universally Accessible Playground Equipment,PEP,REPLACE,6 Complete,2018/2019,105000,,,105000.0
114925,ND,36,Surrey,Colebrook Elementary,COLEBROOK ELEMENTARY,COLEBROOK,03636012,49.10135281,-122.8739127,Elementary,Seismic - Phase 1 Upgrade - OPERATING GRANTS,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,0,0,0.0
115670,ND,36,Surrey,Guildford Park Secondary,GUILDFORD PARK SECONDARY,GUILDFORD PARK,03636047,49.19721724,-122.8186065,Secondary,Seismic - Phase 1 Upgrade - OPERATING GRANTS,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,0,0,0.0
126063-07,ND,36,Surrey,J T Brown Elementary,J T BROWN ELEMENTARY,J T BROWN,03636034,49.11123126,-122.8759073,Elementary,Seismic - Phase 1 Upgrade,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,3572960,324066,3897026.0
115357,ND,36,Surrey,Sullivan Elementary,SULLIVAN ELEMENTARY,SULLIVAN,03636164,49.11641756,-122.8217431,Elementary,Seismic - Phase 1 Upgrade - OPERATING GRANTS,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,0,0,0.0
126144,ND,36,Surrey,T. E. Scott Elementary,T. E. SCOTT ELEMENTARY,T. E. SCOTT,03636053,49.13153792,-122.812624,Elementary,Seismic - Phase 1 Upgrade,Seismic - Phase 1,UPGRADE,6 Complete,2015/2016,0,2059000,0,2059000.0
127495,DC,36,Surrey,Various,VARIOUS,VARIOUS, ,,,N/A,address water contamination at 63 schools.,SEP,HEALTH,6 Complete,2017/2018,1750000,0,0,1750000.0
127445-04,ND,36,Surrey,Lord Tweedsmuir Secondary,LORD TWEEDSMUIR SECONDARY,LORD TWEEDSMUIR,03636041,49.11497906,-122.7245186,Secondary,Boiler Upgrade ,SEP,MECHUP,6 Complete,2016/2017,520850,0,0,520850.0
126945,ND,36,Surrey,Portable Classrooms Remediation,PORTABLE CLASSROOMS REMEDIATION,PORTABLE CLASSROOMS REMEDIATION, ,,,N/A,Building Envelope Improvements,SEP,HEALTH,6 Complete,2015/2016,300000,0,0,300000.0
126943,ND,36,Surrey,Portable Classrooms Remediation,PORTABLE CLASSROOMS REMEDIATION,PORTABLE CLASSROOMS REMEDIATION, ,,,N/A,Mechanical System Upgrades and Portable Upgrades,SEP,MECHUP,6 Complete,2015/2016,560000,0,0,560000.0
127004,ND,36,Surrey,Lord Tweedsmuir Secondary,LORD TWEEDSMUIR SECONDARY,LORD TWEEDSMUIR,03636041,49.11497906,-122.7245186,Secondary,Mechup,SEP,MECHUP,6 Complete,2015/2016,80000,0,0,80000.0
127585-1,DC,36,Surrey,David Brankin Elementary,DAVID BRANKIN ELEMENTARY,DAVID BRANKIN,03636058,49.16934401,-122.867093,Elementary,Modernized building controls by replacing obsolete (end of life) systems.,SEP,ELECUP,6 Complete,2018/2019,1108375,,,1108375.0
127585-2,DC,36,Surrey,Holly Elementary,HOLLY ELEMENTARY,HOLLY,03636081,49.19712687,-122.8073099,Elementary,Modernized building controls by replacing obsolete (end of life) systems.,SEP,ELECUP,6 Complete,2018/2019,630250,,,630250.0
127585-3,DC,36,Surrey,Bear Creek Elementary (Site 069),BEAR CREEK ELEMENTARY (SITE 069),BEAR CREEK (SITE 069),03636069,49.14696125,-122.8404311,Elementary,Modernized building controls by replacing obsolete (end of life) systems.,SEP,ELECUP,6 Complete,2018/2019,587000,,,587000.0
127445-03,ND,36,Surrey,Various  Locations - Refer to schedule portables,VARIOUS  LOCATIONS - REFER TO SCHEDULE PORTABLES,VARIOUS LOCATIONS - REFER TO SCHEDULE PORTABLES, ,,,N/A,Portable Classroom Remediation -  HVAC,SEP,MECHUP,6 Complete,2016/2017,2400000,500000,0,2900000.0
126944,ND,36,Surrey,Portable Classrooms Remediation,PORTABLE CLASSROOMS REMEDIATION,PORTABLE CLASSROOMS REMEDIATION, ,,,N/A,Roof Replacement and Repairs,SEP,ROOFREP  ,6 Complete,2015/2016,330000,0,0,330000.0
127445-05,ND,36,Surrey,Various (62 Schools),VARIOUS (62 SCHOOLS),VARIOUS (62 S), ,,,N/A,Upgrade plumbing lines and fixtures,SEP,HEALTH,6 Complete,2016/2017,2501700,0,0,2501700.0
126171,DC,37,Delta,Delta Secondary,DELTA SECONDARY,DELTA,03737003,49.08615943,-123.0841377,Secondary,Envelope remediation,BEP,RENO,6 Complete,2016/2017,2500160,0,0,2500160.0
127724,DC,37,Delta,Burnsview Secondary,BURNSVIEW SECONDARY,BURNSVIEW,03737034,49.14179638,-122.9116716,Secondary,"Upgrade 4 existing gas fired units which currently service the gymansium and changing rooms by replacing them with 2 new high efficiency, gas fired, modulating units.  Repalce 2 existing gas fired duct furnaces with heat recovery units for each of the changing room areas. ",CNCP,MECHUP,6 Complete,2018/2019,624840,,,624840.0
127146-01,HH,37,Delta,Seaquam Secondary School,SEAQUAM SECONDARY SCHOOL,SEAQUAM,03737040,49.12680593,-122.9022507,Secondary,"Upgrade 4 existing gas fired units which currently service the gymansiums by replacing them with 3 new high efficiency, gas fired, modulating units.  Repalce 2 existing gas fired duct furnaces with heat recovery units for each of the changing room areas.  New high efficiency domestic hot water tanks",CNCP,MECHUP,6 Complete,2016/2017,486000,50000,0,536000.0
